Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units
2020,1,1,5,25,0,0,0,0,0,0
2020,1,1,5,30,0,0,0,0,0,0
2020,1,1,5,35,0,0,0,0,0,0
2020,1,1,5,40,0,0,0,0,0,0
2020,1,1,5,45,0,0,0,0,0,0
2020,1,1,5,50,0,0,0,0,0,0
2020,1,1,5,55,0,0,0,0,0,0
2020,1,1,6,0,0,0,0,0,0,0
2020,1,1,6,5,0,0,0,0,0,0
2020,1,1,6,10,0,0,0,0,0,0
2020,1,1,6,15,0,0,0,0,0,0
2020,1,1,6,20,0,0,0,0,0,0
2020,1,1,6,25,0,0,0,0,0,0
2020,1,1,6,30,0,0,0,0,0,0
2020,1,1,6,35,0,0,0,0,0,0
2020,1,1,6,40,0,0,0,0,0,0
2020,1,1,6,45,0,0,0,0,0,0
2020,1,1,6,50,0,0,0,0,0,0
2020,1,1,6,55,0,0,0,0,0,0
2020,1,1,7,0,0,0,0,0,0,0
2020,1,1,7,5,0,0,0,0,0,0
2020,1,1,7,10,0,0,0,0,0,0
2020,1,1,7,15,0,0,0,0,0,0
2020,1,1,7,20,0,0,0,0,0,0
2020,1,1,7,25,0,0,0,0,0,0
2020,1,1,7,30,0,0,0,0,0,0
2020,1,1,7,35,7,0,7,12,319,21
2020,1,1,7,40,18,0,18,15,375,30
2020,1,1,7,45,18,0,18,17,425,40
2020,1,1,7,50,24,119,32,19,470,51
2020,1,1,7,55,23,0,23,22,511,63
2020,1,1,8,0,32,4,32,24,547,75
2020,1,1,8,5,30,0,30,26,580,88
2020,1,1,8,10,37,0,37,28,610,101
2020,1,1,8,15,39,0,39,29,637,114
2020,1,1,8,20,46,0,46,31,662,128
2020,1,1,8,25,33,684,141,33,684,141
2020,1,1,8,30,61,5,62,34,705,155
2020,1,1,8,35,63,0,63,35,729,168
2020,1,1,8,40,59,422,142,36,746,182
2020,1,1,8,45,37,762,195,37,762,195
2020,1,1,8,50,38,777,208,38,777,208
2020,1,1,8,55,40,790,221,40,790,221
2020,1,1,9,0,41,803,234,41,803,234
2020,1,1,9,5,42,821,249,42,821,249
2020,1,1,9,10,43,832,262,43,832,262
2020,1,1,9,15,44,842,274,44,842,274
2020,1,1,9,20,115,57,132,45,851,286
2020,1,1,9,25,45,860,298,45,860,298
2020,1,1,9,30,46,869,310,46,869,310
2020,1,1,9,35,65,689,280,44,883,320
2020,1,1,9,40,139,149,187,45,890,331
2020,1,1,9,45,143,113,181,45,896,342
2020,1,1,9,50,135,34,146,46,903,353
2020,1,1,9,55,38,0,38,46,909,363
2020,1,1,10,0,12,0,12,47,914,373
2020,1,1,10,5,85,0,85,48,919,382
2020,1,1,10,10,88,0,88,48,924,392
2020,1,1,10,15,92,0,92,49,929,401
2020,1,1,10,20,108,0,108,49,933,409
2020,1,1,10,25,102,0,102,50,937,417
2020,1,1,10,30,114,0,114,50,941,425
2020,1,1,10,35,107,0,107,50,944,433
2020,1,1,10,40,113,0,113,51,948,440
2020,1,1,10,45,142,8,146,51,951,446
2020,1,1,10,50,109,0,109,52,953,453
2020,1,1,10,55,193,98,234,52,956,459
2020,1,1,11,0,197,193,280,52,958,464
2020,1,1,11,5,157,480,365,52,960,470
2020,1,1,11,10,110,670,403,53,962,474
2020,1,1,11,15,148,7,151,53,964,478
2020,1,1,11,20,201,251,313,53,966,482
2020,1,1,11,25,132,0,132,53,967,486
2020,1,1,11,30,133,1,134,53,968,489
2020,1,1,11,35,134,1,135,54,970,492
2020,1,1,11,40,129,0,129,54,970,494
2020,1,1,11,45,187,37,204,54,971,496
2020,1,1,11,50,139,2,140,54,972,497
2020,1,1,11,55,168,16,175,54,972,498
2020,1,1,12,0,173,20,182,54,972,499
2020,1,1,12,5,170,18,178,54,972,499
2020,1,1,12,10,199,320,345,54,972,499
2020,1,1,12,15,146,5,148,54,978,501
2020,1,1,12,20,101,0,101,54,978,500
2020,1,1,12,25,137,2,138,54,977,499
2020,1,1,12,30,113,681,422,54,976,497
2020,1,1,12,35,188,365,353,54,976,494
2020,1,1,12,40,204,246,315,53,974,491
2020,1,1,12,45,155,10,159,53,973,488
2020,1,1,12,50,206,123,260,53,972,484
2020,1,1,12,55,172,422,358,53,970,480
2020,1,1,13,0,168,431,357,53,968,476
2020,1,1,13,5,71,826,430,52,966,471
2020,1,1,13,10,197,130,253,52,964,466
2020,1,1,13,15,64,854,426,52,962,460
2020,1,1,13,20,93,716,393,51,959,454
2020,1,1,13,25,51,956,448,51,956,448
2020,1,1,13,30,51,953,441,51,953,441
2020,1,1,13,35,52,948,434,52,948,434
2020,1,1,13,40,51,944,427,51,944,427
2020,1,1,13,45,51,941,419,51,941,419
2020,1,1,13,50,50,937,410,50,937,410
2020,1,1,13,55,50,932,402,50,932,402
2020,1,1,14,0,49,928,393,49,928,393
2020,1,1,14,5,49,923,383,49,923,383
2020,1,1,14,10,48,917,374,48,917,374
2020,1,1,14,15,48,912,363,48,912,363
2020,1,1,14,20,97,566,288,47,906,353
2020,1,1,14,25,46,899,342,46,899,342
2020,1,1,14,30,46,900,334,46,900,334
2020,1,1,14,35,46,891,323,46,891,323
2020,1,1,14,40,45,883,311,45,883,311
2020,1,1,14,45,54,719,264,44,875,299
2020,1,1,14,50,43,866,287,43,866,287
2020,1,1,14,55,62,632,234,42,856,275
2020,1,1,15,0,41,846,262,41,846,262
2020,1,1,15,5,40,835,249,40,835,249
2020,1,1,15,10,39,823,236,39,823,236
2020,1,1,15,15,38,811,223,38,811,223
2020,1,1,15,20,37,797,210,37,797,210
2020,1,1,15,25,36,782,196,36,782,196
2020,1,1,15,30,35,766,182,35,766,182
2020,1,1,15,35,34,748,169,34,748,169
2020,1,1,15,40,32,739,157,32,739,157
2020,1,1,15,45,58,176,85,31,718,143
2020,1,1,15,50,29,696,129,29,696,129
2020,1,1,15,55,28,671,115,28,671,115
2020,1,1,16,0,26,644,102,26,644,102
2020,1,1,16,5,24,614,89,24,614,89
2020,1,1,16,10,23,580,75,23,580,75
2020,1,1,16,15,26,220,43,21,543,63
2020,1,1,16,20,23,90,29,18,502,51
2020,1,1,16,25,16,456,39,16,456,39
2020,1,1,16,30,14,404,29,14,404,29
2020,1,1,16,35,11,346,20,11,346,20
2020,1,1,16,40,0,0,0,0,0,0
2020,1,1,16,45,0,0,0,0,0,0
2020,1,1,16,50,0,0,0,0,0,0
2020,1,1,16,55,0,0,0,0,0,0
2020,1,1,17,0,0,0,0,0,0,0
2020,1,1,17,5,0,0,0,0,0,0
2020,1,1,17,10,0,0,0,0,0,0
2020,1,1,17,15,0,0,0,0,0,0
2020,1,1,17,20,0,0,0,0,0,0
2020,1,1,17,25,0,0,0,0,0,0
2020,1,1,17,30,0,0,0,0,0,0
2020,1,1,17,35,0,0,0,0,0,0
2020,1,1,17,40,0,0,0,0,0,0
2020,1,1,17,45,0,0,0,0,0,0
2020,1,1,17,50,0,0,0,0,0,0
2020,1,1,17,55,0,0,0,0,0,0
2020,1,1,18,0,0,0,0,0,0,0
2020,1,1,18,5,0,0,0,0,0,0
2020,1,1,18,10,0,0,0,0,0,0
2020,1,1,18,15,0,0,0,0,0,0
2020,1,1,18,20,0,0,0,0,0,0
2020,1,1,18,25,0,0,0,0,0,0
2020,1,1,18,30,0,0,0,0,0,0
2020,1,1,18,35,0,0,0,0,0,0
2020,1,1,18,40,0,0,0,0,0,0
2020,1,1,18,45,0,0,0,0,0,0
2020,1,1,18,50,0,0,0,0,0,0
2020,1,1,18,55,0,0,0,0,0,0
2020,1,1,19,0,0,0,0,0,0,0
2020,1,1,19,5,0,0,0,0,0,0
2020,1,1,19,10,0,0,0,0,0,0
2020,1,1,19,15,0,0,0,0,0,0
2020,1,1,19,20,0,0,0,0,0,0
2020,1,1,19,25,0,0,0,0,0,0
2020,1,1,19,30,0,0,0,0,0,0
2020,1,1,19,35,0,0,0,0,0,0
2020,1,1,19,40,0,0,0,0,0,0
2020,1,1,19,45,0,0,0,0,0,0
2020,1,1,19,50,0,0,0,0,0,0
2020,1,1,19,55,0,0,0,0,0,0
2020,1,1,20,0,0,0,0,0,0,0
2020,1,1,20,5,0,0,0,0,0,0
2020,1,1,20,10,0,0,0,0,0,0
2020,1,1,20,15,0,0,0,0,0,0
2020,1,1,20,20,0,0,0,0,0,0
2020,1,1,20,25,0,0,0,0,0,0
2020,1,1,20,30,0,0,0,0,0,0
2020,1,1,20,35,0,0,0,0,0,0
2020,1,1,20,40,0,0,0,0,0,0
2020,1,1,20,45,0,0,0,0,0,0
2020,1,1,20,50,0,0,0,0,0,0
2020,1,1,20,55,0,0,0,0,0,0
2020,1,1,21,0,0,0,0,0,0,0
2020,1,1,21,5,0,0,0,0,0,0
2020,1,1,21,10,0,0,0,0,0,0
2020,1,1,21,15,0,0,0,0,0,0
2020,1,1,21,20,0,0,0,0,0,0
2020,1,1,21,25,0,0,0,0,0,0
2020,1,1,21,30,0,0,0,0,0,0
2020,1,1,21,35,0,0,0,0,0,0
2020,1,1,21,40,0,0,0,0,0,0
2020,1,1,21,45,0,0,0,0,0,0
2020,1,1,21,50,0,0,0,0,0,0
2020,1,1,21,55,0,0,0,0,0,0
2020,1,1,22,0,0,0,0,0,0,0
2020,1,1,22,5,0,0,0,0,0,0
2020,1,1,22,10,0,0,0,0,0,0
2020,1,1,22,15,0,0,0,0,0,0
2020,1,1,22,20,0,0,0,0,0,0
2020,1,1,22,25,0,0,0,0,0,0
2020,1,1,22,30,0,0,0,0,0,0
2020,1,1,22,35,0,0,0,0,0,0
2020,1,1,22,40,0,0,0,0,0,0
2020,1,1,22,45,0,0,0,0,0,0
2020,1,1,22,50,0,0,0,0,0,0
2020,1,1,22,55,0,0,0,0,0,0
2020,1,1,23,0,0,0,0,0,0,0
2020,1,1,23,5,0,0,0,0,0,0
2020,1,1,23,10,0,0,0,0,0,0
2020,1,1,23,15,0,0,0,0,0,0
2020,1,1,23,20,0,0,0,0,0,0
2020,1,1,23,25,0,0,0,0,0,0
2020,1,1,23,30,0,0,0,0,0,0
2020,1,1,23,35,0,0,0,0,0,0
2020,1,1,23,40,0,0,0,0,0,0
2020,1,1,23,45,0,0,0,0,0,0
2020,1,1,23,50,0,0,0,0,0,0
2020,1,1,23,55,0,0,0,0,0,0
2020,1,2,0,0,0,0,0,0,0,0
2020,1,2,0,5,0,0,0,0,0,0
2020,1,2,0,10,0,0,0,0,0,0
2020,1,2,0,15,0,0,0,0,0,0
2020,1,2,0,20,0,0,0,0,0,0
2020,1,2,0,25,0,0,0,0,0,0
2020,1,2,0,30,0,0,0,0,0,0
2020,1,2,0,35,0,0,0,0,0,0
2020,1,2,0,40,0,0,0,0,0,0
2020,1,2,0,45,0,0,0,0,0,0
2020,1,2,0,50,0,0,0,0,0,0
2020,1,2,0,55,0,0,0,0,0,0
2020,1,2,1,0,0,0,0,0,0,0
2020,1,2,1,5,0,0,0,0,0,0
2020,1,2,1,10,0,0,0,0,0,0
2020,1,2,1,15,0,0,0,0,0,0
2020,1,2,1,20,0,0,0,0,0,0
2020,1,2,1,25,0,0,0,0,0,0
2020,1,2,1,30,0,0,0,0,0,0
2020,1,2,1,35,0,0,0,0,0,0
2020,1,2,1,40,0,0,0,0,0,0
2020,1,2,1,45,0,0,0,0,0,0
2020,1,2,1,50,0,0,0,0,0,0
2020,1,2,1,55,0,0,0,0,0,0
2020,1,2,2,0,0,0,0,0,0,0
2020,1,2,2,5,0,0,0,0,0,0
2020,1,2,2,10,0,0,0,0,0,0
2020,1,2,2,15,0,0,0,0,0,0
2020,1,2,2,20,0,0,0,0,0,0
2020,1,2,2,25,0,0,0,0,0,0
2020,1,2,2,30,0,0,0,0,0,0
2020,1,2,2,35,0,0,0,0,0,0
2020,1,2,2,40,0,0,0,0,0,0
2020,1,2,2,45,0,0,0,0,0,0
2020,1,2,2,50,0,0,0,0,0,0
2020,1,2,2,55,0,0,0,0,0,0
2020,1,2,3,0,0,0,0,0,0,0
2020,1,2,3,5,0,0,0,0,0,0
2020,1,2,3,10,0,0,0,0,0,0
2020,1,2,3,15,0,0,0,0,0,0
2020,1,2,3,20,0,0,0,0,0,0
2020,1,2,3,25,0,0,0,0,0,0
2020,1,2,3,30,0,0,0,0,0,0
2020,1,2,3,35,0,0,0,0,0,0
2020,1,2,3,40,0,0,0,0,0,0
2020,1,2,3,45,0,0,0,0,0,0
2020,1,2,3,50,0,0,0,0,0,0
2020,1,2,3,55,0,0,0,0,0,0
2020,1,2,4,0,0,0,0,0,0,0
2020,1,2,4,5,0,0,0,0,0,0
2020,1,2,4,10,0,0,0,0,0,0
2020,1,2,4,15,0,0,0,0,0,0
2020,1,2,4,20,0,0,0,0,0,0
2020,1,2,4,25,0,0,0,0,0,0
2020,1,2,4,30,0,0,0,0,0,0
2020,1,2,4,35,0,0,0,0,0,0
2020,1,2,4,40,0,0,0,0,0,0
2020,1,2,4,45,0,0,0,0,0,0
2020,1,2,4,50,0,0,0,0,0,0
2020,1,2,4,55,0,0,0,0,0,0
2020,1,2,5,0,0,0,0,0,0,0
2020,1,2,5,5,0,0,0,0,0,0
2020,1,2,5,10,0,0,0,0,0,0
2020,1,2,5,15,0,0,0,0,0,0
2020,1,2,5,20,0,0,0,0,0,0
2020,1,2,5,25,0,0,0,0,0,0
2020,1,2,5,30,0,0,0,0,0,0
2020,1,2,5,35,0,0,0,0,0,0
2020,1,2,5,40,0,0,0,0,0,0
2020,1,2,5,45,0,0,0,0,0,0
2020,1,2,5,50,0,0,0,0,0,0
2020,1,2,5,55,0,0,0,0,0,0
2020,1,2,6,0,0,0,0,0,0,0
2020,1,2,6,5,0,0,0,0,0,0
2020,1,2,6,10,0,0,0,0,0,0
2020,1,2,6,15,0,0,0,0,0,0
2020,1,2,6,20,0,0,0,0,0,0
2020,1,2,6,25,0,0,0,0,0,0
2020,1,2,6,30,0,0,0,0,0,0
2020,1,2,6,35,0,0,0,0,0,0
2020,1,2,6,40,0,0,0,0,0,0
2020,1,2,6,45,0,0,0,0,0,0
2020,1,2,6,50,0,0,0,0,0,0
2020,1,2,6,55,0,0,0,0,0,0
2020,1,2,7,0,0,0,0,0,0,0
2020,1,2,7,5,0,0,0,0,0,0
2020,1,2,7,10,0,0,0,0,0,0
2020,1,2,7,15,0,0,0,0,0,0
2020,1,2,7,20,0,0,0,0,0,0
2020,1,2,7,25,0,0,0,0,0,0
2020,1,2,7,30,0,0,0,0,0,0
2020,1,2,7,35,12,364,21,12,364,21
2020,1,2,7,40,14,422,31,14,422,31
2020,1,2,7,45,16,473,41,16,473,41
2020,1,2,7,50,24,58,28,18,518,53
2020,1,2,7,55,20,558,65,20,558,65
2020,1,2,8,0,22,595,78,22,595,78
2020,1,2,8,5,23,627,91,23,627,91
2020,1,2,8,10,44,82,54,25,656,104
2020,1,2,8,15,48,23,51,26,683,117
2020,1,2,8,20,55,70,65,28,707,131
2020,1,2,8,25,29,729,145,29,729,145
2020,1,2,8,30,66,75,79,30,750,158
2020,1,2,8,35,31,770,172,31,770,172
2020,1,2,8,40,32,787,185,32,787,185
2020,1,2,8,45,83,122,108,32,803,199
2020,1,2,8,50,33,817,212,33,817,212
2020,1,2,8,55,34,831,226,34,831,226
2020,1,2,9,0,35,843,239,35,843,239
2020,1,2,9,5,36,855,252,36,855,252
2020,1,2,9,10,36,865,264,36,865,264
2020,1,2,9,15,37,875,277,37,875,277
2020,1,2,9,20,38,885,289,38,885,289
2020,1,2,9,25,38,893,301,38,893,301
2020,1,2,9,30,39,902,313,39,902,313
2020,1,2,9,35,39,911,324,39,911,324
2020,1,2,9,40,39,918,335,39,918,335
2020,1,2,9,45,40,924,346,40,924,346
2020,1,2,9,50,40,931,357,40,931,357
2020,1,2,9,55,40,936,367,40,936,367
2020,1,2,10,0,41,942,377,41,942,377
2020,1,2,10,5,41,947,387,41,947,387
2020,1,2,10,10,42,952,396,42,952,396
2020,1,2,10,15,42,956,405,42,956,405
2020,1,2,10,20,42,960,414,42,960,414
2020,1,2,10,25,43,964,422,43,964,422
2020,1,2,10,30,43,968,430,43,968,430
2020,1,2,10,35,49,960,439,49,960,439
2020,1,2,10,40,50,963,446,50,963,446
2020,1,2,10,45,50,966,453,50,966,453
2020,1,2,10,50,50,969,459,50,969,459
2020,1,2,10,55,51,972,465,51,972,465
2020,1,2,11,0,51,974,471,51,974,471
2020,1,2,11,5,51,977,476,51,977,476
2020,1,2,11,10,51,978,481,51,978,481
2020,1,2,11,15,52,980,485,52,980,485
2020,1,2,11,20,52,982,489,52,982,489
2020,1,2,11,25,52,983,493,52,983,493
2020,1,2,11,30,52,985,496,52,985,496
2020,1,2,11,35,53,984,499,53,984,499
2020,1,2,11,40,53,985,501,53,985,501
2020,1,2,11,45,53,986,503,53,986,503
2020,1,2,11,50,53,987,504,53,987,504
2020,1,2,11,55,53,987,505,53,987,505
2020,1,2,12,0,53,987,506,53,987,506
2020,1,2,12,5,53,987,506,53,987,506
2020,1,2,12,10,53,987,506,53,987,506
2020,1,2,12,15,53,987,505,53,987,505
2020,1,2,12,20,53,987,504,53,987,504
2020,1,2,12,25,53,986,503,53,986,503
2020,1,2,12,30,53,985,501,53,985,501
2020,1,2,12,35,53,984,499,53,984,499
2020,1,2,12,40,53,983,496,53,983,496
2020,1,2,12,45,53,981,493,53,981,493
2020,1,2,12,50,53,980,489,53,980,489
2020,1,2,12,55,53,978,485,53,978,485
2020,1,2,13,0,52,977,481,52,977,481
2020,1,2,13,5,52,975,476,52,975,476
2020,1,2,13,10,52,972,471,52,972,471
2020,1,2,13,15,52,970,465,52,970,465
2020,1,2,13,20,51,967,459,51,967,459
2020,1,2,13,25,51,964,453,51,964,453
2020,1,2,13,30,51,961,446,51,961,446
2020,1,2,13,35,51,957,439,51,957,439
2020,1,2,13,40,154,398,313,51,954,431
2020,1,2,13,45,151,395,307,50,950,423
2020,1,2,13,50,153,365,294,50,946,415
2020,1,2,13,55,143,403,296,49,941,406
2020,1,2,14,0,49,937,397,49,937,397
2020,1,2,14,5,49,931,388,49,931,388
2020,1,2,14,10,48,926,378,48,926,378
2020,1,2,14,15,48,920,368,48,920,368
2020,1,2,14,20,47,914,358,47,914,358
2020,1,2,14,25,46,908,347,46,908,347
2020,1,2,14,30,46,901,336,46,901,336
2020,1,2,14,35,45,894,325,45,894,325
2020,1,2,14,40,44,886,314,44,886,314
2020,1,2,14,45,44,878,302,44,878,302
2020,1,2,14,50,43,869,290,43,869,290
2020,1,2,14,55,42,859,277,42,859,277
2020,1,2,15,0,42,848,265,42,848,265
2020,1,2,15,5,41,837,252,41,837,252
2020,1,2,15,10,40,825,239,40,825,239
2020,1,2,15,15,39,812,226,39,812,226
2020,1,2,15,20,38,798,213,38,798,213
2020,1,2,15,25,37,783,199,37,783,199
2020,1,2,15,30,36,767,185,36,767,185
2020,1,2,15,35,34,755,172,34,755,172
2020,1,2,15,40,33,736,158,33,736,158
2020,1,2,15,45,31,715,145,31,715,145
2020,1,2,15,50,30,692,131,30,692,131
2020,1,2,15,55,43,306,84,29,667,117
2020,1,2,16,0,27,640,104,27,640,104
2020,1,2,16,5,36,258,63,25,609,90
2020,1,2,16,10,23,576,77,23,576,77
2020,1,2,16,15,21,538,65,21,538,65
2020,1,2,16,20,19,497,52,19,497,52
2020,1,2,16,25,17,450,41,17,450,41
2020,1,2,16,30,17,0,17,15,397,30
2020,1,2,16,35,8,0,8,12,338,21
2020,1,2,16,40,0,0,0,0,0,0
2020,1,2,16,45,0,0,0,0,0,0
2020,1,2,16,50,0,0,0,0,0,0
2020,1,2,16,55,0,0,0,0,0,0
2020,1,2,17,0,0,0,0,0,0,0
2020,1,2,17,5,0,0,0,0,0,0
2020,1,2,17,10,0,0,0,0,0,0
2020,1,2,17,15,0,0,0,0,0,0
2020,1,2,17,20,0,0,0,0,0,0
2020,1,2,17,25,0,0,0,0,0,0
2020,1,2,17,30,0,0,0,0,0,0
2020,1,2,17,35,0,0,0,0,0,0
2020,1,2,17,40,0,0,0,0,0,0
2020,1,2,17,45,0,0,0,0,0,0
2020,1,2,17,50,0,0,0,0,0,0
2020,1,2,17,55,0,0,0,0,0,0
2020,1,2,18,0,0,0,0,0,0,0
2020,1,2,18,5,0,0,0,0,0,0
2020,1,2,18,10,0,0,0,0,0,0
2020,1,2,18,15,0,0,0,0,0,0
2020,1,2,18,20,0,0,0,0,0,0
2020,1,2,18,25,0,0,0,0,0,0
2020,1,2,18,30,0,0,0,0,0,0
2020,1,2,18,35,0,0,0,0,0,0
2020,1,2,18,40,0,0,0,0,0,0
2020,1,2,18,45,0,0,0,0,0,0
2020,1,2,18,50,0,0,0,0,0,0
2020,1,2,18,55,0,0,0,0,0,0
2020,1,2,19,0,0,0,0,0,0,0
2020,1,2,19,5,0,0,0,0,0,0
2020,1,2,19,10,0,0,0,0,0,0
2020,1,2,19,15,0,0,0,0,0,0
2020,1,2,19,20,0,0,0,0,0,0
2020,1,2,19,25,0,0,0,0,0,0
2020,1,2,19,30,0,0,0,0,0,0
2020,1,2,19,35,0,0,0,0,0,0
2020,1,2,19,40,0,0,0,0,0,0
2020,1,2,19,45,0,0,0,0,0,0
2020,1,2,19,50,0,0,0,0,0,0
2020,1,2,19,55,0,0,0,0,0,0
2020,1,2,20,0,0,0,0,0,0,0
2020,1,2,20,5,0,0,0,0,0,0
2020,1,2,20,10,0,0,0,0,0,0
2020,1,2,20,15,0,0,0,0,0,0
2020,1,2,20,20,0,0,0,0,0,0
2020,1,2,20,25,0,0,0,0,0,0
2020,1,2,20,30,0,0,0,0,0,0
2020,1,2,20,35,0,0,0,0,0,0
2020,1,2,20,40,0,0,0,0,0,0
2020,1,2,20,45,0,0,0,0,0,0
2020,1,2,20,50,0,0,0,0,0,0
2020,1,2,20,55,0,0,0,0,0,0
2020,1,2,21,0,0,0,0,0,0,0
2020,1,2,21,5,0,0,0,0,0,0
2020,1,2,21,10,0,0,0,0,0,0
2020,1,2,21,15,0,0,0,0,0,0
2020,1,2,21,20,0,0,0,0,0,0
2020,1,2,21,25,0,0,0,0,0,0
2020,1,2,21,30,0,0,0,0,0,0
2020,1,2,21,35,0,0,0,0,0,0
2020,1,2,21,40,0,0,0,0,0,0
2020,1,2,21,45,0,0,0,0,0,0
2020,1,2,21,50,0,0,0,0,0,0
2020,1,2,21,55,0,0,0,0,0,0
2020,1,2,22,0,0,0,0,0,0,0
2020,1,2,22,5,0,0,0,0,0,0
2020,1,2,22,10,0,0,0,0,0,0
2020,1,2,22,15,0,0,0,0,0,0
2020,1,2,22,20,0,0,0,0,0,0
2020,1,2,22,25,0,0,0,0,0,0
2020,1,2,22,30,0,0,0,0,0,0
2020,1,2,22,35,0,0,0,0,0,0
2020,1,2,22,40,0,0,0,0,0,0
2020,1,2,22,45,0,0,0,0,0,0
2020,1,2,22,50,0,0,0,0,0,0
2020,1,2,22,55,0,0,0,0,0,0
2020,1,2,23,0,0,0,0,0,0,0
2020,1,2,23,5,0,0,0,0,0,0
2020,1,2,23,10,0,0,0,0,0,0
2020,1,2,23,15,0,0,0,0,0,0
2020,1,2,23,20,0,0,0,0,0,0
2020,1,2,23,25,0,0,0,0,0,0
2020,1,2,23,30,0,0,0,0,0,0
2020,1,2,23,35,0,0,0,0,0,0
2020,1,2,23,40,0,0,0,0,0,0
2020,1,2,23,45,0,0,0,0,0,0
2020,1,2,23,50,0,0,0,0,0,0
2020,1,2,23,55,0,0,0,0,0,0
2020,1,3,0,0,0,0,0,0,0,0
2020,1,3,0,5,0,0,0,0,0,0
2020,1,3,0,10,0,0,0,0,0,0
2020,1,3,0,15,0,0,0,0,0,0
2020,1,3,0,20,0,0,0,0,0,0
2020,1,3,0,25,0,0,0,0,0,0
2020,1,3,0,30,0,0,0,0,0,0
2020,1,3,0,35,0,0,0,0,0,0
2020,1,3,0,40,0,0,0,0,0,0
2020,1,3,0,45,0,0,0,0,0,0
2020,1,3,0,50,0,0,0,0,0,0
2020,1,3,0,55,0,0,0,0,0,0
2020,1,3,1,0,0,0,0,0,0,0
2020,1,3,1,5,0,0,0,0,0,0
2020,1,3,1,10,0,0,0,0,0,0
2020,1,3,1,15,0,0,0,0,0,0
2020,1,3,1,20,0,0,0,0,0,0
2020,1,3,1,25,0,0,0,0,0,0
2020,1,3,1,30,0,0,0,0,0,0
2020,1,3,1,35,0,0,0,0,0,0
2020,1,3,1,40,0,0,0,0,0,0
2020,1,3,1,45,0,0,0,0,0,0
2020,1,3,1,50,0,0,0,0,0,0
